"","item","rating","literality","addressee","role","Subject","response"
"26725",69,"Arousal","literal","self","Speaker","S11_4",5
"26726",69,"Arousal","literal","self","Speaker","S12_4",6
"26727",69,"Arousal","literal","self","Speaker","S14_4",6
"26728",69,"Arousal","literal","self","Speaker","S15_4",3
"26729",69,"Arousal","literal","self","Speaker","S16_4",5
"26730",69,"Arousal","literal","self","Speaker","S17_4",1
"26731",69,"Arousal","literal","self","Speaker","S18_4",3
"26732",69,"Arousal","literal","self","Speaker","S19_4",2
"26733",69,"Arousal","literal","self","Speaker","S20_4",2
"26734",69,"Arousal","literal","self","Speaker","S21_4",4
"26735",69,"Arousal","literal","self","Speaker","S24_4",1
"26736",69,"Arousal","literal","self","Speaker","S25_4",3
"26737",69,"Arousal","literal","self","Speaker","S26_4",3
"26738",69,"Arousal","literal","self","Speaker","S27_4",5
"26739",73,"Arousal","literal","self","Speaker","S01_4",5
"26740",73,"Arousal","literal","self","Speaker","S04_4",5
"26741",73,"Arousal","literal","self","Speaker","S05_4",5
"26742",73,"Arousal","literal","self","Speaker","S06_4",4
"26743",73,"Arousal","literal","self","Speaker","S07_4",5
"26744",73,"Arousal","literal","self","Speaker","S09_4",2
"26745",73,"Arousal","literal","self","Speaker","S10_4",5
"26746",73,"Arousal","literal","self","Speaker","S11_4",5
"26747",73,"Arousal","literal","self","Speaker","S12_4",7
"26748",73,"Arousal","literal","self","Speaker","S14_4",5
"26749",73,"Arousal","literal","self","Speaker","S15_4",6
"26750",73,"Arousal","literal","self","Speaker","S16_4",4
"26751",73,"Arousal","literal","self","Speaker","S17_4",4
"26752",73,"Arousal","literal","self","Speaker","S18_4",6
"26753",73,"Arousal","literal","self","Speaker","S19_4",5
"26754",73,"Arousal","literal","self","Speaker","S20_4",4
"26755",73,"Arousal","literal","self","Speaker","S21_4",4
"26756",73,"Arousal","literal","self","Speaker","S24_4",1
"26757",73,"Arousal","literal","self","Speaker","S25_4",3
"26758",73,"Arousal","literal","self","Speaker","S26_4",7
"26759",73,"Arousal","literal","self","Speaker","S27_4",3
"26760",77,"Arousal","literal","self","Speaker","S01_4",3
"26761",77,"Arousal","literal","self","Speaker","S04_4",5
"26762",77,"Arousal","literal","self","Speaker","S05_4",5
"26763",77,"Arousal","literal","self","Speaker","S06_4",4
"26764",77,"Arousal","literal","self","Speaker","S07_4",5
"26765",77,"Arousal","literal","self","Speaker","S09_4",2
"26766",77,"Arousal","literal","self","Speaker","S10_4",2
"26767",77,"Arousal","literal","self","Speaker","S11_4",4
"26768",77,"Arousal","literal","self","Speaker","S12_4",2
"26769",77,"Arousal","literal","self","Speaker","S14_4",6
"26770",77,"Arousal","literal","self","Speaker","S15_4",4
"26771",77,"Arousal","literal","self","Speaker","S16_4",5
"26772",77,"Arousal","literal","self","Speaker","S17_4",4
"26773",77,"Arousal","literal","self","Speaker","S18_4",3
"26774",77,"Arousal","literal","self","Speaker","S19_4",5
"26775",77,"Arousal","literal","self","Speaker","S20_4",3
"26776",77,"Arousal","literal","self","Speaker","S21_4",4
"26777",77,"Arousal","literal","self","Speaker","S24_4",2
"26778",77,"Arousal","literal","self","Speaker","S25_4",3
"26779",77,"Arousal","literal","self","Speaker","S26_4",2
"26780",77,"Arousal","literal","self","Speaker","S27_4",5
"26781",1,"Valence","literal","self","Speaker","S01_4",1
"26782",1,"Valence","literal","self","Speaker","S04_4",4
"26783",1,"Valence","literal","self","Speaker","S05_4",4
"26784",1,"Valence","literal","self","Speaker","S06_4",5
"26785",1,"Valence","literal","self","Speaker","S07_4",3
"26786",1,"Valence","literal","self","Speaker","S09_4",5
"26787",1,"Valence","literal","self","Speaker","S10_4",5
"26788",1,"Valence","literal","self","Speaker","S11_4",2
"26789",1,"Valence","literal","self","Speaker","S12_4",3
"26790",1,"Valence","literal","self","Speaker","S14_4",2
"26791",1,"Valence","literal","self","Speaker","S15_4",3
"26792",1,"Valence","literal","self","Speaker","S16_4",5
"26793",1,"Valence","literal","self","Speaker","S17_4",4
"26794",1,"Valence","literal","self","Speaker","S18_4",3
"26795",1,"Valence","literal","self","Speaker","S19_4",6
"26796",1,"Valence","literal","self","Speaker","S20_4",4
"26797",1,"Valence","literal","self","Speaker","S21_4",2
"26798",1,"Valence","literal","self","Speaker","S24_4",1
"26799",1,"Valence","literal","self","Speaker","S25_4",2
"26800",1,"Valence","literal","self","Speaker","S26_4",6
"26801",1,"Valence","literal","self","Speaker","S27_4",4
"26802",5,"Valence","literal","self","Speaker","S01_4",3
"26803",5,"Valence","literal","self","Speaker","S04_4",2
"26804",5,"Valence","literal","self","Speaker","S05_4",2
"26805",5,"Valence","literal","self","Speaker","S06_4",3
"26806",5,"Valence","literal","self","Speaker","S07_4",1
"26807",5,"Valence","literal","self","Speaker","S09_4",1
"26808",5,"Valence","literal","self","Speaker","S10_4",1
"26809",5,"Valence","literal","self","Speaker","S11_4",1
"26810",5,"Valence","literal","self","Speaker","S12_4",2
"26811",5,"Valence","literal","self","Speaker","S14_4",3
"26812",5,"Valence","literal","self","Speaker","S15_4",3
"26813",5,"Valence","literal","self","Speaker","S16_4",4
"26814",5,"Valence","literal","self","Speaker","S17_4",5
"26815",5,"Valence","literal","self","Speaker","S18_4",1
"26816",5,"Valence","literal","self","Speaker","S19_4",5
"26817",5,"Valence","literal","self","Speaker","S20_4",2
"26818",5,"Valence","literal","self","Speaker","S21_4",3
"26819",5,"Valence","literal","self","Speaker","S24_4",1
"26820",5,"Valence","literal","self","Speaker","S25_4",1
"26821",5,"Valence","literal","self","Speaker","S26_4",1
"26822",5,"Valence","literal","self","Speaker","S27_4",5
"26823",9,"Valence","literal","self","Speaker","S01_4",4
"26824",9,"Valence","literal","self","Speaker","S04_4",2
"26825",9,"Valence","literal","self","Speaker","S05_4",3
"26826",9,"Valence","literal","self","Speaker","S06_4",3
"26827",9,"Valence","literal","self","Speaker","S07_4",4
"26828",9,"Valence","literal","self","Speaker","S09_4",5
"26829",9,"Valence","literal","self","Speaker","S10_4",4
"26830",9,"Valence","literal","self","Speaker","S11_4",2
"26831",9,"Valence","literal","self","Speaker","S12_4",3
"26832",9,"Valence","literal","self","Speaker","S14_4",2
"26833",9,"Valence","literal","self","Speaker","S15_4",4
"26834",9,"Valence","literal","self","Speaker","S16_4",6
"26835",9,"Valence","literal","self","Speaker","S17_4",4
"26836",9,"Valence","literal","self","Speaker","S18_4",4
"26837",9,"Valence","literal","self","Speaker","S19_4",6
"26838",9,"Valence","literal","self","Speaker","S20_4",3
"26839",9,"Valence","literal","self","Speaker","S21_4",4
"26840",9,"Valence","literal","self","Speaker","S24_4",3
"26841",9,"Valence","literal","self","Speaker","S25_4",2
"26842",9,"Valence","literal","self","Speaker","S26_4",3
"26843",9,"Valence","literal","self","Speaker","S27_4",3
"26844",13,"Valence","literal","self","Speaker","S01_4",5
"26845",13,"Valence","literal","self","Speaker","S04_4",4
"26846",13,"Valence","literal","self","Speaker","S05_4",4
"26847",13,"Valence","literal","self","Speaker","S06_4",6
"26848",13,"Valence","literal","self","Speaker","S07_4",4
"26849",13,"Valence","literal","self","Speaker","S09_4",6
"26850",13,"Valence","literal","self","Speaker","S10_4",5
"26851",13,"Valence","literal","self","Speaker","S11_4",4
"26852",13,"Valence","literal","self","Speaker","S12_4",5
"26853",13,"Valence","literal","self","Speaker","S14_4",3
"26854",13,"Valence","literal","self","Speaker","S15_4",5
"26855",13,"Valence","literal","self","Speaker","S16_4",4
"26856",13,"Valence","literal","self","Speaker","S17_4",5
"26857",13,"Valence","literal","self","Speaker","S18_4",5
"26858",13,"Valence","literal","self","Speaker","S19_4",6
"26859",13,"Valence","literal","self","Speaker","S20_4",3
"26860",13,"Valence","literal","self","Speaker","S21_4",7
"26861",13,"Valence","literal","self","Speaker","S24_4",5
"26862",13,"Valence","literal","self","Speaker","S25_4",4
"26863",13,"Valence","literal","self","Speaker","S26_4",7
"26864",13,"Valence","literal","self","Speaker","S27_4",4
"26865",17,"Valence","literal","self","Speaker","S01_4",1
"26866",17,"Valence","literal","self","Speaker","S04_4",2
"26867",17,"Valence","literal","self","Speaker","S05_4",1
"26868",17,"Valence","literal","self","Speaker","S06_4",2
"26869",17,"Valence","literal","self","Speaker","S07_4",1
"26870",17,"Valence","literal","self","Speaker","S09_4",1
"26871",17,"Valence","literal","self","Speaker","S10_4",2
"26872",17,"Valence","literal","self","Speaker","S11_4",2
"26873",17,"Valence","literal","self","Speaker","S12_4",2
"26874",17,"Valence","literal","self","Speaker","S14_4",1
"26875",17,"Valence","literal","self","Speaker","S15_4",2
"26876",17,"Valence","literal","self","Speaker","S16_4",1
"26877",17,"Valence","literal","self","Speaker","S17_4",4
"26878",17,"Valence","literal","self","Speaker","S18_4",2
"26879",17,"Valence","literal","self","Speaker","S19_4",3
"26880",17,"Valence","literal","self","Speaker","S20_4",2
"26881",17,"Valence","literal","self","Speaker","S21_4",4
"26882",17,"Valence","literal","self","Speaker","S24_4",1
"26883",17,"Valence","literal","self","Speaker","S25_4",3
"26884",17,"Valence","literal","self","Speaker","S26_4",2
"26885",17,"Valence","literal","self","Speaker","S27_4",4
"26886",21,"Valence","literal","self","Speaker","S01_4",4
"26887",21,"Valence","literal","self","Speaker","S04_4",3
"26888",21,"Valence","literal","self","Speaker","S05_4",2
"26889",21,"Valence","literal","self","Speaker","S06_4",4
"26890",21,"Valence","literal","self","Speaker","S07_4",3
"26891",21,"Valence","literal","self","Speaker","S09_4",3
"26892",21,"Valence","literal","self","Speaker","S10_4",4
"26893",21,"Valence","literal","self","Speaker","S11_4",2
"26894",21,"Valence","literal","self","Speaker","S12_4",2
"26895",21,"Valence","literal","self","Speaker","S14_4",3
"26896",21,"Valence","literal","self","Speaker","S15_4",3
"26897",21,"Valence","literal","self","Speaker","S16_4",5
"26898",21,"Valence","literal","self","Speaker","S17_4",5
"26899",21,"Valence","literal","self","Speaker","S18_4",4
"26900",21,"Valence","literal","self","Speaker","S19_4",2
"26901",21,"Valence","literal","self","Speaker","S20_4",4
"26902",21,"Valence","literal","self","Speaker","S21_4",3
"26903",21,"Valence","literal","self","Speaker","S24_4",3
"26904",21,"Valence","literal","self","Speaker","S25_4",3
"26905",21,"Valence","literal","self","Speaker","S26_4",4
"26906",21,"Valence","literal","self","Speaker","S27_4",3
"26907",25,"Valence","literal","self","Speaker","S01_4",3
"26908",25,"Valence","literal","self","Speaker","S04_4",2
"26909",25,"Valence","literal","self","Speaker","S05_4",3
"26910",25,"Valence","literal","self","Speaker","S06_4",2
"26911",25,"Valence","literal","self","Speaker","S07_4",3
"26912",25,"Valence","literal","self","Speaker","S09_4",1
"26913",25,"Valence","literal","self","Speaker","S10_4",4
"26914",25,"Valence","literal","self","Speaker","S11_4",2
"26915",25,"Valence","literal","self","Speaker","S12_4",2
"26916",25,"Valence","literal","self","Speaker","S14_4",3
"26917",25,"Valence","literal","self","Speaker","S15_4",4
"26918",25,"Valence","literal","self","Speaker","S16_4",3
"26919",25,"Valence","literal","self","Speaker","S17_4",5
"26920",25,"Valence","literal","self","Speaker","S18_4",4
"26921",25,"Valence","literal","self","Speaker","S19_4",5
"26922",25,"Valence","literal","self","Speaker","S20_4",3
"26923",25,"Valence","literal","self","Speaker","S21_4",3
"26924",25,"Valence","literal","self","Speaker","S24_4",2
"26925",25,"Valence","literal","self","Speaker","S25_4",2
"26926",25,"Valence","literal","self","Speaker","S26_4",3
"26927",25,"Valence","literal","self","Speaker","S27_4",6
"26928",29,"Valence","literal","self","Speaker","S01_4",4
"26929",29,"Valence","literal","self","Speaker","S04_4",2
"26930",29,"Valence","literal","self","Speaker","S05_4",4
"26931",29,"Valence","literal","self","Speaker","S06_4",1
"26932",29,"Valence","literal","self","Speaker","S07_4",3
"26933",29,"Valence","literal","self","Speaker","S09_4",2
"26934",29,"Valence","literal","self","Speaker","S10_4",4
"26935",29,"Valence","literal","self","Speaker","S11_4",2
"26936",29,"Valence","literal","self","Speaker","S12_4",2
"26937",29,"Valence","literal","self","Speaker","S14_4",3
"26938",29,"Valence","literal","self","Speaker","S15_4",3
"26939",29,"Valence","literal","self","Speaker","S16_4",2
"26940",29,"Valence","literal","self","Speaker","S17_4",2
"26941",29,"Valence","literal","self","Speaker","S18_4",3
"26942",29,"Valence","literal","self","Speaker","S19_4",4
"26943",29,"Valence","literal","self","Speaker","S20_4",3
"26944",29,"Valence","literal","self","Speaker","S21_4",4
"26945",29,"Valence","literal","self","Speaker","S24_4",4
"26946",29,"Valence","literal","self","Speaker","S25_4",2
"26947",29,"Valence","literal","self","Speaker","S26_4",1
"26948",29,"Valence","literal","self","Speaker","S27_4",3
"26949",33,"Valence","literal","self","Speaker","S01_4",4
"26950",33,"Valence","literal","self","Speaker","S04_4",4
"26951",33,"Valence","literal","self","Speaker","S05_4",5
"26952",33,"Valence","literal","self","Speaker","S06_4",3
"26953",33,"Valence","literal","self","Speaker","S07_4",5
"26954",33,"Valence","literal","self","Speaker","S09_4",6
"26955",33,"Valence","literal","self","Speaker","S10_4",5
"26956",33,"Valence","literal","self","Speaker","S11_4",2
"26957",33,"Valence","literal","self","Speaker","S12_4",6
"26958",33,"Valence","literal","self","Speaker","S14_4",2
"26959",33,"Valence","literal","self","Speaker","S15_4",6
"26960",33,"Valence","literal","self","Speaker","S16_4",4
"26961",33,"Valence","literal","self","Speaker","S17_4",4
"26962",33,"Valence","literal","self","Speaker","S18_4",4
"26963",33,"Valence","literal","self","Speaker","S19_4",2
"26964",33,"Valence","literal","self","Speaker","S20_4",4
"26965",33,"Valence","literal","self","Speaker","S21_4",4
"26966",33,"Valence","literal","self","Speaker","S24_4",5
"26967",33,"Valence","literal","self","Speaker","S25_4",2
"26968",33,"Valence","literal","self","Speaker","S26_4",6
"26969",33,"Valence","literal","self","Speaker","S27_4",5
"26970",37,"Valence","literal","self","Speaker","S01_4",3
"26971",37,"Valence","literal","self","Speaker","S04_4",4
"26972",37,"Valence","literal","self","Speaker","S05_4",2
"26973",37,"Valence","literal","self","Speaker","S06_4",2
"26974",37,"Valence","literal","self","Speaker","S07_4",3
"26975",37,"Valence","literal","self","Speaker","S09_4",3
"26976",37,"Valence","literal","self","Speaker","S10_4",3
"26977",37,"Valence","literal","self","Speaker","S11_4",3
"26978",37,"Valence","literal","self","Speaker","S12_4",4
"26979",37,"Valence","literal","self","Speaker","S14_4",3
"26980",37,"Valence","literal","self","Speaker","S15_4",3
"26981",37,"Valence","literal","self","Speaker","S16_4",5
"26982",37,"Valence","literal","self","Speaker","S17_4",5
"26983",37,"Valence","literal","self","Speaker","S18_4",4
"26984",37,"Valence","literal","self","Speaker","S19_4",3
"26985",37,"Valence","literal","self","Speaker","S20_4",4
"26986",37,"Valence","literal","self","Speaker","S21_4",5
"26987",37,"Valence","literal","self","Speaker","S24_4",2
"26988",37,"Valence","literal","self","Speaker","S25_4",5
"26989",37,"Valence","literal","self","Speaker","S26_4",4
"26990",37,"Valence","literal","self","Speaker","S27_4",4
"26991",41,"Valence","literal","self","Speaker","S01_4",2
"26992",41,"Valence","literal","self","Speaker","S04_4",2
"26993",41,"Valence","literal","self","Speaker","S05_4",2
"26994",41,"Valence","literal","self","Speaker","S06_4",3
"26995",41,"Valence","literal","self","Speaker","S07_4",2
"26996",41,"Valence","literal","self","Speaker","S09_4",1
"26997",41,"Valence","literal","self","Speaker","S10_4",2
"26998",41,"Valence","literal","self","Speaker","S11_4",1
"26999",41,"Valence","literal","self","Speaker","S12_4",3
"27000",41,"Valence","literal","self","Speaker","S14_4",2
"27001",41,"Valence","literal","self","Speaker","S15_4",3
"27002",41,"Valence","literal","self","Speaker","S16_4",3
"27003",41,"Valence","literal","self","Speaker","S17_4",4
"27004",41,"Valence","literal","self","Speaker","S18_4",4
"27005",41,"Valence","literal","self","Speaker","S19_4",1
"27006",41,"Valence","literal","self","Speaker","S20_4",2
"27007",41,"Valence","literal","self","Speaker","S21_4",4
"27008",41,"Valence","literal","self","Speaker","S24_4",2
"27009",41,"Valence","literal","self","Speaker","S25_4",1
"27010",41,"Valence","literal","self","Speaker","S26_4",1
"27011",41,"Valence","literal","self","Speaker","S27_4",2
"27012",45,"Valence","literal","self","Speaker","S01_4",7
"27013",45,"Valence","literal","self","Speaker","S04_4",5
"27014",45,"Valence","literal","self","Speaker","S05_4",5
"27015",45,"Valence","literal","self","Speaker","S06_4",5
"27016",45,"Valence","literal","self","Speaker","S07_4",5
"27017",45,"Valence","literal","self","Speaker","S09_4",5
"27018",45,"Valence","literal","self","Speaker","S10_4",3
"27019",45,"Valence","literal","self","Speaker","S11_4",2
"27020",45,"Valence","literal","self","Speaker","S12_4",3
"27021",45,"Valence","literal","self","Speaker","S14_4",3
"27022",45,"Valence","literal","self","Speaker","S15_4",6
"27023",45,"Valence","literal","self","Speaker","S16_4",3
"27024",45,"Valence","literal","self","Speaker","S17_4",5
"27025",45,"Valence","literal","self","Speaker","S18_4",5
"27026",45,"Valence","literal","self","Speaker","S19_4",5
"27027",45,"Valence","literal","self","Speaker","S20_4",2
"27028",45,"Valence","literal","self","Speaker","S21_4",4
"27029",45,"Valence","literal","self","Speaker","S24_4",4
"27030",45,"Valence","literal","self","Speaker","S25_4",4
"27031",45,"Valence","literal","self","Speaker","S26_4",3
"27032",45,"Valence","literal","self","Speaker","S27_4",5
"27033",49,"Valence","literal","self","Speaker","S01_4",2
"27034",49,"Valence","literal","self","Speaker","S04_4",3
"27035",49,"Valence","literal","self","Speaker","S05_4",2
"27036",49,"Valence","literal","self","Speaker","S06_4",3
"27037",49,"Valence","literal","self","Speaker","S07_4",3
"27038",49,"Valence","literal","self","Speaker","S09_4",3
"27039",49,"Valence","literal","self","Speaker","S10_4",2
"27040",49,"Valence","literal","self","Speaker","S11_4",3
"27041",49,"Valence","literal","self","Speaker","S12_4",3
"27042",49,"Valence","literal","self","Speaker","S14_4",1
"27043",49,"Valence","literal","self","Speaker","S15_4",3
"27044",49,"Valence","literal","self","Speaker","S16_4",3
"27045",49,"Valence","literal","self","Speaker","S17_4",4
"27046",49,"Valence","literal","self","Speaker","S18_4",3
"27047",49,"Valence","literal","self","Speaker","S19_4",2
"27048",49,"Valence","literal","self","Speaker","S20_4",3
"27049",49,"Valence","literal","self","Speaker","S21_4",4
"27050",49,"Valence","literal","self","Speaker","S24_4",1
"27051",49,"Valence","literal","self","Speaker","S25_4",4
"27052",49,"Valence","literal","self","Speaker","S26_4",3
"27053",49,"Valence","literal","self","Speaker","S27_4",5
"27054",53,"Valence","literal","self","Speaker","S01_4",3
"27055",53,"Valence","literal","self","Speaker","S04_4",3
"27056",53,"Valence","literal","self","Speaker","S05_4",2
"27057",53,"Valence","literal","self","Speaker","S06_4",3
"27058",53,"Valence","literal","self","Speaker","S07_4",2
"27059",53,"Valence","literal","self","Speaker","S09_4",2
"27060",53,"Valence","literal","self","Speaker","S10_4",2
"27061",53,"Valence","literal","self","Speaker","S11_4",2
"27062",53,"Valence","literal","self","Speaker","S12_4",3
"27063",53,"Valence","literal","self","Speaker","S14_4",1
"27064",53,"Valence","literal","self","Speaker","S15_4",3
"27065",53,"Valence","literal","self","Speaker","S16_4",5
"27066",53,"Valence","literal","self","Speaker","S17_4",4
"27067",53,"Valence","literal","self","Speaker","S18_4",3
"27068",53,"Valence","literal","self","Speaker","S19_4",2
"27069",53,"Valence","literal","self","Speaker","S20_4",2
"27070",53,"Valence","literal","self","Speaker","S21_4",2
"27071",53,"Valence","literal","self","Speaker","S24_4",2
"27072",53,"Valence","literal","self","Speaker","S25_4",4
"27073",53,"Valence","literal","self","Speaker","S26_4",2
"27074",53,"Valence","literal","self","Speaker","S27_4",5
"27075",57,"Valence","literal","self","Speaker","S01_4",3
"27076",57,"Valence","literal","self","Speaker","S04_4",3
"27077",57,"Valence","literal","self","Speaker","S05_4",2
"27078",57,"Valence","literal","self","Speaker","S06_4",3
"27079",57,"Valence","literal","self","Speaker","S07_4",2
"27080",57,"Valence","literal","self","Speaker","S09_4",4
"27081",57,"Valence","literal","self","Speaker","S10_4",3
"27082",57,"Valence","literal","self","Speaker","S11_4",2
"27083",57,"Valence","literal","self","Speaker","S12_4",3
"27084",57,"Valence","literal","self","Speaker","S14_4",3
"27085",57,"Valence","literal","self","Speaker","S15_4",4
"27086",57,"Valence","literal","self","Speaker","S16_4",4
"27087",57,"Valence","literal","self","Speaker","S17_4",5
"27088",57,"Valence","literal","self","Speaker","S18_4",3
"27089",57,"Valence","literal","self","Speaker","S19_4",3
"27090",57,"Valence","literal","self","Speaker","S20_4",2
"27091",57,"Valence","literal","self","Speaker","S21_4",4
"27092",57,"Valence","literal","self","Speaker","S24_4",2
"27093",57,"Valence","literal","self","Speaker","S25_4",2
"27094",57,"Valence","literal","self","Speaker","S26_4",5
"27095",57,"Valence","literal","self","Speaker","S27_4",5
"27096",61,"Valence","literal","self","Speaker","S01_4",2
"27097",61,"Valence","literal","self","Speaker","S04_4",6
"27098",61,"Valence","literal","self","Speaker","S05_4",2
"27099",61,"Valence","literal","self","Speaker","S06_4",3
"27100",61,"Valence","literal","self","Speaker","S07_4",6
"27101",61,"Valence","literal","self","Speaker","S09_4",4
"27102",61,"Valence","literal","self","Speaker","S10_4",5
"27103",61,"Valence","literal","self","Speaker","S11_4",2
"27104",61,"Valence","literal","self","Speaker","S12_4",5
"27105",61,"Valence","literal","self","Speaker","S14_4",3
"27106",61,"Valence","literal","self","Speaker","S15_4",5
"27107",61,"Valence","literal","self","Speaker","S16_4",3
"27108",61,"Valence","literal","self","Speaker","S17_4",7
"27109",61,"Valence","literal","self","Speaker","S18_4",5
"27110",61,"Valence","literal","self","Speaker","S19_4",5
"27111",61,"Valence","literal","self","Speaker","S20_4",3
"27112",61,"Valence","literal","self","Speaker","S21_4",5
"27113",61,"Valence","literal","self","Speaker","S24_4",6
"27114",61,"Valence","literal","self","Speaker","S25_4",3
"27115",61,"Valence","literal","self","Speaker","S26_4",6
"27116",61,"Valence","literal","self","Speaker","S27_4",5
"27117",65,"Valence","literal","self","Speaker","S01_4",6
"27118",65,"Valence","literal","self","Speaker","S04_4",4
"27119",65,"Valence","literal","self","Speaker","S05_4",2
"27120",65,"Valence","literal","self","Speaker","S06_4",4
"27121",65,"Valence","literal","self","Speaker","S07_4",3
"27122",65,"Valence","literal","self","Speaker","S09_4",4
"27123",65,"Valence","literal","self","Speaker","S10_4",3
"27124",65,"Valence","literal","self","Speaker","S11_4",5
"27125",65,"Valence","literal","self","Speaker","S12_4",2
"27126",65,"Valence","literal","self","Speaker","S14_4",3
"27127",65,"Valence","literal","self","Speaker","S15_4",6
"27128",65,"Valence","literal","self","Speaker","S16_4",4
"27129",65,"Valence","literal","self","Speaker","S17_4",5
"27130",65,"Valence","literal","self","Speaker","S18_4",4
"27131",65,"Valence","literal","self","Speaker","S19_4",5
"27132",65,"Valence","literal","self","Speaker","S20_4",3
"27133",65,"Valence","literal","self","Speaker","S21_4",3
"27134",65,"Valence","literal","self","Speaker","S24_4",2
"27135",65,"Valence","literal","self","Speaker","S25_4",3
"27136",65,"Valence","literal","self","Speaker","S26_4",5
"27137",65,"Valence","literal","self","Speaker","S27_4",5
"27138",69,"Valence","literal","self","Speaker","S01_4",5
"27139",69,"Valence","literal","self","Speaker","S04_4",3
"27140",69,"Valence","literal","self","Speaker","S05_4",6
"27141",69,"Valence","literal","self","Speaker","S06_4",4
"27142",69,"Valence","literal","self","Speaker","S07_4",3
"27143",69,"Valence","literal","self","Speaker","S09_4",3
"27144",69,"Valence","literal","self","Speaker","S10_4",3
"27145",69,"Valence","literal","self","Speaker","S11_4",2
"27146",69,"Valence","literal","self","Speaker","S12_4",3
"27147",69,"Valence","literal","self","Speaker","S14_4",1
"27148",69,"Valence","literal","self","Speaker","S15_4",5
"27149",69,"Valence","literal","self","Speaker","S16_4",6
"27150",69,"Valence","literal","self","Speaker","S17_4",5
"27151",69,"Valence","literal","self","Speaker","S18_4",3
"27152",69,"Valence","literal","self","Speaker","S19_4",1
"27153",69,"Valence","literal","self","Speaker","S20_4",3
"27154",69,"Valence","literal","self","Speaker","S21_4",4
"27155",69,"Valence","literal","self","Speaker","S24_4",2
"27156",69,"Valence","literal","self","Speaker","S25_4",4
"27157",69,"Valence","literal","self","Speaker","S26_4",5
"27158",69,"Valence","literal","self","Speaker","S27_4",5
"27159",73,"Valence","literal","self","Speaker","S01_4",2
"27160",73,"Valence","literal","self","Speaker","S04_4",2
"27161",73,"Valence","literal","self","Speaker","S05_4",2
"27162",73,"Valence","literal","self","Speaker","S06_4",4
"27163",73,"Valence","literal","self","Speaker","S07_4",2
"27164",73,"Valence","literal","self","Speaker","S09_4",2
"27165",73,"Valence","literal","self","Speaker","S10_4",2
"27166",73,"Valence","literal","self","Speaker","S11_4",3
"27167",73,"Valence","literal","self","Speaker","S12_4",1
"27168",73,"Valence","literal","self","Speaker","S14_4",3
"27169",73,"Valence","literal","self","Speaker","S15_4",2
"27170",73,"Valence","literal","self","Speaker","S16_4",1
"27171",73,"Valence","literal","self","Speaker","S17_4",2
"27172",73,"Valence","literal","self","Speaker","S18_4",2
"27173",73,"Valence","literal","self","Speaker","S19_4",1
"27174",73,"Valence","literal","self","Speaker","S20_4",2
"27175",73,"Valence","literal","self","Speaker","S21_4",2
"27176",73,"Valence","literal","self","Speaker","S24_4",1
"27177",73,"Valence","literal","self","Speaker","S25_4",3
"27178",73,"Valence","literal","self","Speaker","S26_4",1
"27179",73,"Valence","literal","self","Speaker","S27_4",4
"27180",77,"Valence","literal","self","Speaker","S01_4",4
"27181",77,"Valence","literal","self","Speaker","S04_4",4
"27182",77,"Valence","literal","self","Speaker","S05_4",2
"27183",77,"Valence","literal","self","Speaker","S06_4",4
"27184",77,"Valence","literal","self","Speaker","S07_4",5
"27185",77,"Valence","literal","self","Speaker","S09_4",4
"27186",77,"Valence","literal","self","Speaker","S10_4",4
"27187",77,"Valence","literal","self","Speaker","S11_4",4
"27188",77,"Valence","literal","self","Speaker","S12_4",4
"27189",77,"Valence","literal","self","Speaker","S14_4",2
"27190",77,"Valence","literal","self","Speaker","S15_4",5
"27191",77,"Valence","literal","self","Speaker","S16_4",6
"27192",77,"Valence","literal","self","Speaker","S17_4",6
"27193",77,"Valence","literal","self","Speaker","S18_4",3
"27194",77,"Valence","literal","self","Speaker","S19_4",3
"27195",77,"Valence","literal","self","Speaker","S20_4",4
"27196",77,"Valence","literal","self","Speaker","S21_4",5
"27197",77,"Valence","literal","self","Speaker","S24_4",3
"27198",77,"Valence","literal","self","Speaker","S25_4",4
"27199",77,"Valence","literal","self","Speaker","S26_4",6
"27200",77,"Valence","literal","self","Speaker","S27_4",6
"27201",1,"Arousal","irony","other","Listener","S01_1R",4
"27202",1,"Arousal","irony","other","Listener","S02_1R",4
"27203",1,"Arousal","irony","other","Listener","S04_1R",3
"27204",1,"Arousal","irony","other","Listener","S05_1R",2
"27205",1,"Arousal","irony","other","Listener","S06_1R",5
"27206",1,"Arousal","irony","other","Listener","S07_1R",1
"27207",1,"Arousal","irony","other","Listener","S08_1R",6
"27208",1,"Arousal","irony","other","Listener","S10_1R",4
"27209",1,"Arousal","irony","other","Listener","S11_1R",4
"27210",1,"Arousal","irony","other","Listener","S12_1R",4
"27211",1,"Arousal","irony","other","Listener","S13_1R",3
"27212",1,"Arousal","irony","other","Listener","S14_1R",5
"27213",1,"Arousal","irony","other","Listener","S15_1R",5
"27214",1,"Arousal","irony","other","Listener","S16_1R",7
"27215",1,"Arousal","irony","other","Listener","S17_1R",2
"27216",1,"Arousal","irony","other","Listener","S20_1R",4
"27217",1,"Arousal","irony","other","Listener","S21_1R",3
"27218",1,"Arousal","irony","other","Listener","S23_1R",6
"27219",1,"Arousal","irony","other","Listener","S24_1R",4
"27220",1,"Arousal","irony","other","Listener","S25_1R",2
